rank,total_score,passes,source,listing_id,state,county,acres,price_usd,price_per_acre,title,url,lat,lon,score_state,score_acreage,score_price,score_water,score_access
57,0.7201,True,landwatch,426287542,TN,Hardeman,1840.0,485000.0,263.59,"Grand Junction, TN, 38039, Hardeman County",https://www.landwatch.com/hardeman-county-tennessee-recreational-property-for-sale/pid/426287542,,,1.0,0.586,0.956,0.5,0.5
58,0.7199,True,landwatch,426177434,TN,Hardeman,1842.0,500000.0,271.44,"Grand Junction, TN, 38039, Hardeman County",https://www.landwatch.com/hardeman-county-tennessee-farms-and-ranches-for-sale/pid/426177434,,,1.0,0.586,0.955,0.5,0.5
59,0.7198,True,landandfarm,39770061,NY,Queens,1920.0,795000.0,414.06,"Richmond Hill, NY, 11418",https://www.landandfarm.com/property/1-920-acres-in-queens-county-39770061/,,,1.0,0.618,0.931,0.5,0.5
60,0.7182,True,landwatch,426416706,NJ,Middlesex,1851.0,599000.0,323.61,"South Plainfield, NJ, 07080, Middlesex County",https://www.landwatch.com/middlesex-county-new-jersey-homes-for-sale/pid/426416706,,,1.0,0.59,0.946,0.5,0.5
61,0.7177,True,landwatch,420886442,MS,Lauderdale,694.0,1145100.0,1650.0,"Chunky, MS, 39364, Lauderdale County",https://www.landwatch.com/lauderdale-county-mississippi-recreational-property-for-sale/pid/420886442,,,1.0,0.883,0.725,0.5,0.5
62,0.7176,True,landsearch,5214820,VA,Tazewell,1200.0,1800000.0,1500.0,"Bandy, VA 24602",https://www.landsearch.com/properties/2789-dry-fork-rd-bandy-va-24602/5214820,,,1.0,0.849,0.75,0.5,0.5
63,0.7175,True,landwatch,425855961,NY,Queens,2640.0,938000.0,355.3,"Jamaica, NY, 11435, Queens County",https://www.landwatch.com/queens-county-new-york-homes-for-sale/pid/425855961,,,1.0,0.594,0.941,0.5,0.5
64,0.7173,True,landsearch,5108676,KY,Lawrence,2214.0,2204000.0,995.48,"Louisa, KY 41230",https://www.landsearch.com/properties/2214a-state-highway-2033-louisa-ky-41230/5108676,,,1.0,0.735,0.834,0.5,0.5
65,0.7163,True,landwatch,426600917,IL,Cook,1440.0,599900.0,416.6,"Mount Prospect, IL, 60056, Cook County",https://www.landwatch.com/cook-county-illinois-homes-for-sale/pid/426600917,,,1.0,0.602,0.931,0.5,0.5
66,0.7162,True,landandfarm,7004584,AL,Clarke,620.0,1147000.0,1850.0,"Jackson, AL, 36545",https://www.landandfarm.com/property/tombigbee-river-upper-state-game-sanctuary-tract-7004584/,,,1.0,0.92,0.692,0.5,0.5
67,0.7157,True,landwatch,426260646,IL,Cook,1440.0,615999.0,427.78,"Mount Prospect, IL, 60056, Cook County",https://www.landwatch.com/cook-county-illinois-homes-for-sale/pid/426260646,,,1.0,0.602,0.929,0.5,0.5
68,0.7145,True,landwatch,423091990,NE,Lincoln,592.0,917631.0,1550.05,"Brady, NE, 69123, Lincoln County",https://www.landwatch.com/lincoln-county-nebraska-farms-and-ranches-for-sale/pid/423091990,,,1.0,0.845,0.742,0.5,0.5
69,0.711,True,landwatch,425501792,NE,Dawes,1284.0,1605000.0,1250.0,"Crawford, NE, 69339, Dawes County",https://www.landwatch.com/dawes-county-nebraska-farms-and-ranches-for-sale/pid/425501792,,,1.0,0.762,0.792,0.5,0.5
70,0.7107,True,landwatch,426588492,NY,Nassau,1800.0,699000.0,388.33,"Long Beach, NY, 11561, Nassau County",https://www.landwatch.com/nassau-county-new-york-homes-for-sale/pid/426588492,,,1.0,0.57,0.935,0.5,0.5
71,0.71,True,landwatch,422302629,AR,Jefferson,580.0,870000.0,1500.0,"White Hall, AR, 71602, Jefferson County",https://www.landwatch.com/jefferson-county-arkansas-recreational-property-for-sale/pid/422302629,,,1.0,0.813,0.75,0.5,0.5
72,0.7097,True,landwatch,426583837,TN,Campbell,758.0,795900.0,1050.0,"Pioneer, TN, 37771, Campbell County",https://www.landwatch.com/campbell-county-tennessee-recreational-property-for-sale/pid/426583837,,,1.0,0.712,0.825,0.5,0.5
73,0.709,True,landsearch,5197220,OK,Custer,680.0,1360000.0,2000.0,"Canute, OK 73626",https://www.landsearch.com/properties/e-1040-rd-canute-ok-73626/5197220,,,1.0,0.92,0.667,0.5,0.5
74,0.7086,True,landwatch,426062865,NE,Gosper,636.0,1400000.0,2201.26,"Elwood, NE, 68937, Gosper County",https://www.landwatch.com/gosper-county-nebraska-farms-and-ranches-for-sale/pid/426062865,,,1.0,0.963,0.633,0.5,0.5
75,0.707,True,landwatch,426059489,NY,Kings,1800.0,838000.0,465.56,"Brooklyn, NY, 11234, Kings County",https://www.landwatch.com/kings-county-new-york-homes-for-sale/pid/426059489,,,1.0,0.57,0.922,0.5,0.5
76,0.7059,True,landwatch,425549870,KS,Rooks,622.0,1300000.0,2090.03,"Woodston, KS, 67675, Rooks County",https://www.landwatch.com/rooks-county-kansas-farms-and-ranches-for-sale/pid/425549870,,,1.0,0.925,0.652,0.5,0.5
77,0.7047,True,landwatch,424342538,SD,Meade,1166.0,2250000.0,1929.67,"New Underwood, SD, 57761, Meade County",https://www.landwatch.com/meade-county-south-dakota-farms-and-ranches-for-sale/pid/424342538,,,1.0,0.884,0.678,0.5,0.5
78,0.7046,True,landwatch,425614533,NE,Hitchcock,1200.0,2130000.0,1775.0,"Palisade, NE, 69040, Hitchcock County",https://www.landwatch.com/hitchcock-county-nebraska-farms-and-ranches-for-sale/pid/425614533,,,1.0,0.849,0.704,0.5,0.5
79,0.7043,True,landsearch,5129831,KS,Pawnee,610.0,1208000.0,1980.33,"Burdett, KS 67523",https://www.landsearch.com/properties/burdett-ks-67523/5129831,,,1.0,0.893,0.67,0.5,0.5
80,0.7036,True,landwatch,422534036,IA,Iowa,2023.0,1900000.0,939.2,"Sioux City, IA, 51106, Iowa County",https://www.landwatch.com/iowa-county-iowa-commercial-property-for-sale/pid/422534036,,,1.0,0.659,0.843,0.5,0.5
81,0.7028,True,landwatch,425758484,TN,Perry,969.0,1162800.0,1200.0,"Linden, TN, 37096, Perry County",https://www.landwatch.com/perry-county-tennessee-recreational-property-for-sale/pid/425758484,,,1.0,0.713,0.8,0.5,0.5
82,0.7022,True,landwatch,426379865,KS,Kearny,546.0,686000.0,1256.41,"Lakin, KS, 67860, Kearny County",https://www.landwatch.com/kearny-county-kansas-farms-and-ranches-for-sale/pid/426379865,,,1.0,0.723,0.791,0.5,0.5
83,0.7005,True,landwatch,424095677,SD,Butte,1278.0,1914600.0,1498.12,"TBD Graf Road Newell, SD 57760",https://www.landwatch.com/butte-county-south-dakota-farms-and-ranches-for-sale/pid/424095677,,,1.0,0.769,0.75,0.5,0.5
84,0.7002,True,landwatch,420774618,TN,Scott,1272.0,1950000.0,1533.02,"Winfield, TN, 37892, Scott County",https://www.landwatch.com/scott-county-tennessee-recreational-property-for-sale/pid/420774618,,,1.0,0.775,0.744,0.5,0.5
85,0.6989,True,landwatch,424336789,KY,Carter,643.0,1600000.0,2488.34,"Hitchins, KY, 41146, Carter County",https://www.landwatch.com/carter-county-kentucky-farms-and-ranches-for-sale/pid/424336789,,,1.0,0.981,0.585,0.5,0.5
86,0.6989,True,landwatch,425965351,TN,Scott,1016.0,1524090.0,1500.09,"Huntsville, TN, 37756, Scott County",https://www.landwatch.com/scott-county-tennessee-undeveloped-land-for-sale/pid/425965351,,,1.0,0.761,0.75,0.5,0.5
87,0.6988,True,landwatch,426449587,NY,Kings,2000.0,1999999.0,1000.0,"Brooklyn, NY, 11225, Kings County",https://www.landwatch.com/kings-county-new-york-homes-for-sale/pid/426449587,,,1.0,0.65,0.833,0.5,0.5
88,0.6976,True,landwatch,424104841,KY,Cumberland,600.0,1200000.0,2000.0,"Burkesville, KY, 42717, Cumberland County",https://www.landwatch.com/cumberland-county-kentucky-homes-for-sale/pid/424104841,,,1.0,0.867,0.667,0.5,0.5
89,0.6973,True,landwatch,424330624,MS,Prentiss,701.0,1399000.0,1995.72,"Booneville, MS, 38829, Prentiss County",https://www.landwatch.com/prentiss-county-mississippi-recreational-property-for-sale/pid/424330624,,,1.0,0.864,0.667,0.5,0.5
90,0.697,True,landwatch,424335057,MS,Washington,1550.0,350000.0,225.81,"Winn Road Greenville, MS 38703",https://www.landwatch.com/washington-county-mississippi-hunting-property-for-sale/pid/424335057,,,1.0,0.47,0.962,0.5,0.5
91,0.6968,True,landwatch,424811753,MS,Yazoo,916.0,989000.0,1079.69,"Yazoo City, MS, 39194, Yazoo County",https://www.landwatch.com/yazoo-county-mississippi-recreational-property-for-sale/pid/424811753,,,1.0,0.658,0.82,0.5,0.5
92,0.6944,True,landwatch,426062326,NC,Duplin,1369.0,1650000.0,1205.26,"Mount Olive, NC, 28365, Duplin County",https://www.landwatch.com/duplin-county-north-carolina-recreational-property-for-sale/pid/426062326,,,1.0,0.675,0.799,0.5,0.5
93,0.6941,True,landwatch,423993892,NE,Custer,756.0,1060000.0,1402.12,"Arnold, NE, 69120, Custer County",https://www.landwatch.com/custer-county-nebraska-farms-and-ranches-for-sale/pid/423993892,,,1.0,0.717,0.766,0.5,0.5
94,0.6934,True,landwatch,423986024,MS,George,749.0,1123500.0,1500.0,"Lucedale, MS, 39452, George County",https://www.landwatch.com/george-county-mississippi-recreational-property-for-sale/pid/423986024,,,1.0,0.736,0.75,0.5,0.5
95,0.6931,True,landsearch,5077366,NE,Lincoln,1084.0,2100000.0,1937.27,"Brady, NE 69123",https://www.landsearch.com/properties/highway-30-brady-ne-69123/5077366,,,1.0,0.832,0.677,0.5,0.5
96,0.6913,True,landwatch,420403536,SD,Brown,711.0,1422000.0,2000.0,"Hecla, SD, 57446, Brown County",https://www.landwatch.com/brown-county-south-dakota-farms-and-ranches-for-sale/pid/420403536,,,1.0,0.837,0.667,0.5,0.5
97,0.6901,True,landandfarm,37572782,OK,Jackson,1130.0,2500000.0,2212.39,"Eldorado, OK, 73537",https://www.landandfarm.com/property/red-river-ranch-37572782/,,,1.0,0.879,0.631,0.5,0.5
98,0.6899,True,landwatch,423612469,VA,Franklin,669.0,1695000.0,2533.63,"Callaway, VA, 24067, Franklin County",https://www.landwatch.com/franklin-county-virginia-recreational-property-for-sale/pid/423612469,,,1.0,0.949,0.578,0.5,0.5
99,0.6899,True,landwatch,425283016,KS,Wallace,558.0,925000.0,1657.71,"Wallace, KS, 67761, Wallace County",https://www.landwatch.com/wallace-county-kansas-farms-and-ranches-for-sale/pid/425283016,,,1.0,0.755,0.724,0.5,0.5
100,0.6899,True,landwatch,421911359,MO,New Madrid,668.0,1700850.0,2546.18,"Portageville, MO, 63873, New Madrid County",https://www.landwatch.com/new-madrid-county-missouri-hunting-property-for-sale/pid/421911359,,,1.0,0.952,0.576,0.5,0.5
101,0.6896,True,landandfarm,40427100,KS,Graham,749.0,1183567.0,1580.2,"Bogue, KS, 67625",https://www.landandfarm.com/property/750-acre-graham-county-pasture-crp-40427100/,,,1.0,0.736,0.737,0.5,0.5
102,0.689,True,landandfarm,40123241,OK,Ellis,560.0,952000.0,1700.0,"Shattuck, OK, 73858",https://www.landandfarm.com/property/northwest-canyon-ranch-40123241/,,,1.0,0.76,0.717,0.5,0.5
103,0.6889,True,landwatch,424252719,KY,Jackson,757.0,1135000.0,1499.34,"Foxtown, KY, 40447, Jackson County",https://www.landwatch.com/jackson-county-kentucky-undeveloped-land-for-sale/pid/424252719,,,1.0,0.715,0.75,0.5,0.5
104,0.6877,True,landwatch,413366192,OK,Sequoyah,635.0,1669500.0,2629.13,"Minutes from Muskogee, OK",https://www.landwatch.com/sequoyah-county-oklahoma-recreational-property-for-sale/pid/413366192,,,1.0,0.96,0.562,0.5,0.5
105,0.6872,True,landwatch,426661248,MO,Howell,1107.0,2400000.0,2168.02,"West Plains, MO, 64775, Howell County",https://www.landwatch.com/howell-county-missouri-recreational-property-for-sale/pid/426661248,,,1.0,0.855,0.639,0.5,0.5
106,0.6866,True,landwatch,426022230,OK,Beaver,2080.0,2912000.0,1400.0,"Beaver, OK, 73932, Beaver County",https://www.landwatch.com/beaver-county-oklahoma-farms-and-ranches-for-sale/pid/426022230,,,1.0,0.682,0.767,0.5,0.5
107,0.6853,True,landwatch,426505779,NC,Hertford,615.0,1500000.0,2439.02,"Aulander, NC, 27805, Hertford County",https://www.landwatch.com/hertford-county-north-carolina-recreational-property-for-sale/pid/426505779,,,1.0,0.907,0.593,0.5,0.5
108,0.6844,True,landwatch,416711898,NE,Banner,843.0,845000.0,1002.37,"Gering, NE, 69341, Banner County",https://www.landwatch.com/banner-county-nebraska-farms-and-ranches-for-sale/pid/416711898,,,1.0,0.583,0.833,0.5,0.5
109,0.6841,True,landwatch,425579928,KS,Osborne,657.0,1839000.0,2799.09,"Waldo, KS, 67673, Osborne County",https://www.landwatch.com/osborne-county-kansas-farms-and-ranches-for-sale/pid/425579928,,,1.0,0.981,0.533,0.5,0.5
110,0.6837,True,landwatch,426500438,IA,Polk,1446.0,1550000.0,1071.92,"Urbandale, IA, 50323, Polk County",https://www.landwatch.com/polk-county-iowa-homes-for-sale/pid/426500438,,,1.0,0.596,0.821,0.5,0.5
111,0.6836,True,landwatch,426256610,KS,Pawnee,1131.0,2661600.0,2353.32,"Larned, KS, 67550, Pawnee County",https://www.landwatch.com/pawnee-county-kansas-farms-and-ranches-for-sale/pid/426256610,,,1.0,0.88,0.608,0.5,0.5
112,0.6835,True,landwatch,425510618,NE,Franklin,635.0,1725000.0,2716.54,"Bloomington, NE, 68929, Franklin County",https://www.landwatch.com/franklin-county-nebraska-farms-and-ranches-for-sale/pid/425510618,,,1.0,0.96,0.547,0.5,0.5
113,0.6833,True,landwatch,416716261,AR,Lafayette,704.0,1585282.0,2251.82,"Lewisville, AR, 71845, Lafayette County",https://www.landwatch.com/lafayette-county-arkansas-recreational-property-for-sale/pid/416716261,,,1.0,0.856,0.625,0.5,0.5
114,0.6832,True,landwatch,424838406,NE,Blaine,1007.0,1800000.0,1787.49,"Dunning, NE, 68833, Blaine County",https://www.landwatch.com/blaine-county-nebraska-farms-and-ranches-for-sale/pid/424838406,,,1.0,0.752,0.702,0.5,0.5
115,0.6831,True,landandfarm,38314184,MS,Tallahatchie,1484.0,1350000.0,909.7,"Oxberry, MS, 38940",https://www.landandfarm.com/property/lone-cypress-38314184/,,,1.0,0.556,0.848,0.5,0.5
